id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,label
687,-0.3534,0.3984,0.436,0.406,0.4888,0.9624,1,0.9924,0.8572,0.5188,0.4286,6
688,-0.182,0.3542,0.2682,0.4012,0.135,-0.405,-0.276,-0.315,-0.4442,-0.542,-0.542,7
689,-0.2874,0.474,0.5198,0.1926,0.2172,-0.211,-0.2386,-0.2232,-0.0672,-0.2844,-0.11,7
690,-0.4934,0.4324,0.4062,0.6506,0.6158,0.5022,0.3014,0.0132,-0.1616,-0.3712,-0.3974,8
691,-0.3532,0.2608,0.2446,0.3968,0.4076,0.6304,0.587,0.1304,0.0706,0.087,0.0164,8
692,-0.5524,0.0094,-0.0466,0.1142,0.3892,0.5362,0.8532,0.937,0.937,0.9114,0.9674,9
693,-0.679,0.2354,0.298,0.3334,0.4476,0.7388,0.9238,1,0.9836,0.8068,0.9238,9
694,0.0238,0.6996,0.838,0.996,0.909,0.494,0.3794,0.2134,0.0514,-0.1542,-0.0632,10
695,-0.1412,0.5406,0.5778,0.9144,0.883,0.321,0.1982,0.3438,0.2182,0.0156,0.0156,10
696,-0.1854,0.423,0.3636,0.6154,0.7168,0.8216,0.6644,0.2762,0.1014,0.1644,0.035,11
697,-0.1834,0.3748,0.3078,0.6012,0.7192,0.815,0.6396,0.3748,0.1802,0.1962,0.0878,11
698,-0.224,0.365,0.3098,0.3866,0.6472,0.9602,0.9234,0.8098,0.5184,0.3926,0.3496,12
699,-0.2838,0.3202,0.2938,0.3366,0.4884,0.8778,0.825,0.8614,0.7822,0.5182,0.4192,12
700,-0.3422,0.5096,0.5742,0.398,0.489,0.9178,0.95,0.5654,0.4068,0.1512,0.2246,13
701,-0.3904,0.4198,0.4664,0.3904,0.4736,0.8972,0.9388,0.5888,0.317,0.087,0.1946,13
702,-0.3632,0.2792,0.2954,0.3334,0.4498,0.8076,0.7616,0.3686,0.2656,0.1436,0.0948,14
703,-0.523,0.4164,0.4916,0.2736,0.397,0.7554,0.9444,0.7578,0.4214,0.3026,0.1792,14
704,-0.2216,0.3354,0.2754,0.455,0.8384,1,0.7634,0.7336,0.5928,0.6676,0.8174,15
705,-0.551,0.1586,0.199,0.4462,0.5,0.9006,1,0.6854,0.4892,0.5026,0.6936,15
706,-0.0372,0.6512,0.6418,0.414,0.4186,0.093,0.1116,-0.228,-0.2,-0.2512,-0.214,16
707,-0.821,0.4596,0.7894,0.6808,0.2702,0.386,0.179,-0.2632,-0.193,-0.5052,-0.1052,16
708,-0.1908,0.275,0.359,0.5202,0.2364,-0.233,-0.317,-0.317,-0.373,-0.4606,-0.3976,17
709,-0.6798,0.5562,0.7084,0.477,-0.046,-0.0714,-0.1442,-0.0872,-0.3376,-0.1696,-0.2394,17
710,-0.415,0.1274,0.092,0.2146,0.533,0.7004,0.9812,1,0.724,0.7264,0.776,18
711,-0.4656,0.1532,0.1678,0.2016,0.2418,0.7106,0.7296,0.9958,1,0.8586,0.8586,18
712,-0.3112,0.329,0.3112,0.3246,0.351,0.7396,0.691,0.7174,0.6424,0.426,0.329,19
713,-0.599,0.1538,0.2088,0.2528,0.2638,0.7582,0.8572,0.7142,0.6704,0.3956,0.412,19
714,-0.6632,0.6632,0.8316,0.546,0.1836,0.102,-0.1378,-0.0816,-0.204,-0.1174,-0.1938,20
715,-0.6666,0.5374,0.9626,0.8844,0.119,0.3266,0.2006,-0.102,-0.0034,-0.2176,-0.1054,20
716,0.1814,0.9678,0.7662,0.625,0.1088,-0.512,-0.7016,-0.6612,-0.5484,-0.613,-0.621,21
717,0.1378,0.9434,0.9364,0.3392,0.2862,-0.007,-0.0636,-0.2686,-0.3886,-0.2826,-0.3992,21
718,-0.1366,0.5648,0.5576,0.5936,0.5288,-0.0684,-0.1188,0.1258,0.0288,-0.0936,-0.1258,22
719,-0.115,0.681,0.7126,0.5,0.5316,0.158,0.2356,0.1206,0.2242,0.0028,0.0288,22
720,-0.1092,0.4154,0.8556,1,0.4542,0.0246,0.081,-0.074,-0.1022,-0.1972,-0.1796,23
721,-0.2008,0.4074,0.3858,0.7578,0.7598,0.8032,0.685,0.622,0.498,0.3976,0.3426,23
722,-0.6348,0.036,0.012,0.1318,0.3832,0.533,0.7186,0.7186,0.3652,0.3114,0.2216,24
723,-0.716,0.136,0.1834,0.0888,0.3728,0.5266,0.8106,0.9054,0.5148,0.4082,0.3728,24
724,-0.167,0.3974,0.545,0.8906,0.8434,1,0.7312,0.7872,0.2822,0.161,-0.161,25
725,-0.2114,0.3872,0.4798,0.8384,0.8456,1,0.7934,0.886,0.5178,0.3776,-0.0594,25
726,0.1676,0.9798,0.9798,0.6808,0.6606,0.2606,0.208,0.192,0.1758,-0.002,-0.0586,26
727,-0.044,0.9492,1,0.4474,0.5152,0.122,0.2338,0.139,0.2746,-0.0204,0,26
728,-0.3892,-0.0014,0.2804,0.3724,0.8744,0.8354,0.7434,0.576,0.5146,0.1576,0.1186,1
729,-0.3024,0.1076,0.4156,0.5262,0.971,1,1,0.5494,0.3896,-0.0378,-0.1424,1
730,0.0324,1,0.949,0.8102,0.5648,0.5092,0.1482,-0.1806,-0.4676,-0.7084,-0.875,2
731,-0.614,-0.026,0.1026,0.2344,0.0934,-0.4732,-0.3232,-0.3324,-0.4548,-0.4058,-0.4824,2
732,-0.1726,0.8672,0.8982,0.6018,0.5486,0.3894,0.3894,-0.3142,-0.3318,-0.6858,-0.6858,3
733,-0.6282,0.1498,0.2152,0.4526,0.1808,-0.129,-0.198,-0.0534,-0.0878,-0.019,-0.4252,3
734,0.018,0.8552,0.7738,0.7648,0.5566,0.5384,0.2352,-0.0724,-0.5294,-0.5566,-0.8868,4
735,-0.5748,0.1522,0.158,-0.0114,-0.0718,0.023,-0.0748,-0.158,-0.2816,-0.6006,-0.6696,4
736,-0.3076,0.3106,0.32,0.2086,0.014,0.0294,-0.088,-0.1036,-0.3354,-0.5858,-0.5456,5
737,-0.634,-0.1008,0.0548,0.2478,-0.075,-0.1642,-0.1586,-0.193,-0.4582,-0.5044,-0.6974,5
738,-0.4192,-0.048,0.2314,0.3232,0.6288,0.773,1,0.7772,0.5414,0.3014,0.1442,6
739,-0.4286,0.067,0.1312,0.2944,0.6794,0.7842,0.9766,0.8834,0.481,0.3062,0.067,6
740,-0.0194,0.6774,0.8194,1,0.2646,-0.0388,-0.0968,-0.387,-0.9162,-0.787,-0.7742,7
741,-0.1476,0.4692,0.3458,0.5588,0.1252,-0.2412,-0.1514,-0.2038,-0.828,-0.944,-0.8206,7
742,-0.393,0.0136,0.3388,0.3876,0.767,0.7398,0.4526,0.3388,0.1544,0.0136,0.0298,8
743,-0.2828,0.154,0.361,0.4758,1,0.9632,0.6046,0.4344,0.292,-0.1034,-0.2,8
744,-0.5218,-0.2342,0.0072,0.017,0.1618,0.4856,0.7028,1,0.983,0.9468,0.901,9
745,-0.3796,0.032,0.0056,0.131,0.2696,0.3444,0.714,0.8438,1,0.7448,0.5116,9
746,-0.1266,0.4462,0.405,0.6424,0.4716,0.3354,-0.019,-0.1076,-0.1518,-0.1804,-0.269,10
747,-0.2686,0.2606,0.3618,0.4788,0.1862,0.2368,0.218,0.141,-0.0984,-0.2872,-0.3564,10
748,0.2792,0.6532,0.458,-0.1544,-0.2412,-0.4742,-0.2954,-0.3334,-0.5392,-0.7452,-0.7616,11
749,-0.466,0.6702,0.7434,0.4974,0.602,0.7486,0.932,0.4084,0.2252,-0.178,-0.2828,11
750,-0.4518,-0.0874,0.126,0.2296,0.523,0.7392,1,0.8962,0.44,0.194,0.126,12
751,-0.315,0.0856,0.156,0.2202,0.5076,0.8288,1,0.6942,0.4678,0.2416,0.11,12
752,-0.0922,0.5216,0.4178,0.6138,0.8704,1,0.8472,0.8674,0.1182,-0.0606,-0.3804,13
753,-0.4786,0.062,-0.0452,0.1358,0.5858,0.6976,0.7858,0.8024,0.2928,0.2858,0.0642,13
754,-0.2184,0.3426,0.2676,0.5354,0.8372,1,0.7752,0.6146,0.2698,0.1862,-0.075,14
755,-0.611,-0.0478,-0.0954,0.0764,0.4224,0.5848,0.5226,0.5346,0.0596,0.0812,-0.1958,14
756,-0.2938,0.1806,0.2438,0.4414,0.9052,1,0.9052,0.9184,0.8024,0.7444,0.826,15
757,-0.295,0.1842,0.2248,0.392,0.8464,0.9526,0.939,0.9074,1,0.9254,0.6564,15
758,-0.2794,0.4558,0.5588,0.8676,0.5882,0.2794,0.0148,0.0442,-0.5,-0.5588,-0.6764,16
759,-0.9742,0.0774,0.1752,0.031,-0.0464,-0.5774,-0.464,-0.4432,-0.3402,-0.7836,-0.8762,16
760,-0.1424,0.8792,0.965,0.2788,0.271,0.1656,0.3216,-0.15,-0.5204,-0.7816,-0.5634,17
761,-0.2948,0.7066,0.7838,0.1112,-0.1378,-0.0192,0.2,0.0014,-0.2918,-0.4222,-0.5704,17
762,-0.2916,0.1332,0.0408,0.1838,0.3994,0.4346,0.7932,0.835,1,0.8174,0.4478,18
763,-0.7364,-0.4496,-0.137,-0.1308,0.0244,0.5218,0.8512,1,0.8044,0.7748,0.6834,18
764,-0.3108,0.0726,0.2176,0.2902,0.7254,0.8756,1,0.6374,0.3212,-0.031,-0.2176,19
765,-0.484,0.0192,0.1088,0.275,0.6886,0.7442,0.838,0.774,0.42,0.2708,0.1856,19
766,-0.3078,0.9094,1,0.1504,0.1264,-0.0214,0.1886,-0.0978,-0.4224,-0.623,-0.8806,20
767,-0.792,0.1176,0.21,-0.3372,-0.4336,-0.3294,-0.2602,-0.4836,-0.449,-0.7418,-0.7764,20
768,0.0022,0.7688,0.5964,0.161,0.1248,0.2426,-0.474,-0.424,-0.6734,-0.8276,-0.796,21
769,0.049,0.9696,0.8884,0.2894,0.0762,0.1032,-0.5262,-0.6684,-0.6988,-0.6852,-0.7564,21
770,-0.0198,0.6094,0.6022,0.8336,0.472,0.1428,-0.0742,-0.0886,-0.3634,-0.4538,-0.584,22
771,-0.3534,0.1846,0.1444,0.3534,0.0702,-0.0014,0.0702,0.0786,-0.073,-0.156,-0.4134,22
772,0.2914,0.5162,0.6152,0.7942,0.9124,0.9352,0.882,0.8896,1,0.3942,-0.2534,23
773,-0.1008,0.4962,0.6228,0.8166,0.9044,0.925,1,0.8812,0.8398,0.5168,-0.248,23
774,-0.4138,-0.0874,0.1536,0.2104,0.4752,0.8298,0.9574,0.6644,0.2434,0.0828,0.1064,24
775,-0.383,0.0078,0.167,0.2596,0.6042,0.7378,1,0.815,0.203,0.0128,-0.0232,24
776,-0.0926,0.5028,0.8848,1,0.764,0.6488,0.6994,0.2276,0.1516,-0.486,-0.5758,25
777,-0.4424,0.283,1,0.9246,0.6478,0.5094,0.1782,-0.4382,-0.2328,-0.2286,-0.2872,25
778,0.043,0.7496,0.772,1,0.5888,0.286,-0.2972,-0.3496,-0.3458,-0.4954,-0.585,26
779,-0.2344,0.3012,0.4602,0.544,-0.1674,-0.0754,0.1172,-0.2468,-0.523,-0.523,-0.5984,26
780,-0.328,0.4688,0.485,0.756,0.7778,0.962,1,0.439,0.496,0.019,0.1138,1
781,-0.3886,0.521,0.5644,0.6458,0.707,0.8904,1,0.5236,0.2866,-0.0446,0.1082,1
782,-0.1442,0.8542,0.906,0.8088,0.8638,0.209,0.316,-0.115,0.0438,-0.2576,-0.0988,2
783,-0.5234,0.355,0.4482,0.3212,0.4068,0.0414,0.0104,-0.127,-0.1088,-0.1554,-0.057,2
784,-0.8604,0.5194,0.7674,0.5156,0.407,0.407,-0.155,-0.0542,-0.2404,-0.2094,-0.1744,3
785,-0.7148,0.5,0.657,0.2628,0.4166,0.282,-0.0128,0.016,-0.3462,-0.2052,-0.2084,3
786,-0.4368,0.5144,0.5748,0.3908,0.4282,-0.0344,0.0546,-0.3592,-0.1752,-0.4454,-0.2874,4
787,-0.205,0.7322,0.749,0.6792,0.668,0.127,0.1352,-0.191,-0.1882,-0.2998,-0.2998,4
788,-0.6934,0.5172,0.6966,0.527,0.6476,0.3474,0.0898,-0.0342,-0.2104,-0.1582,-0.4356,5
789,-0.5,0.4948,0.5678,0.3802,0.5,0.164,0.0338,-0.1224,-0.3152,-0.4532,-0.336,5
790,-0.559,0.133,0.1406,0.4448,0.5362,0.9468,1,0.7642,0.673,0.4524,0.4904,6
791,-0.6282,0.173,0.2372,0.4102,0.5064,0.8398,1,0.8206,0.7564,0.609,0.5834,6
792,-0.7802,0.4152,0.5418,0.1658,0.311,0.1658,0.0316,0.0168,-0.285,-0.177,-0.3632,7
793,-0.6482,0.3392,0.4346,0.1582,0.2788,-0.0302,-0.0226,-0.1432,-0.2562,-0.289,-0.2538,7
794,-0.6884,-0.065,-0.0064,0.409,0.565,0.552,0.5194,0.1038,0.1168,-0.0194,0.013,8
795,-0.7714,-0.0022,0.134,0.3142,0.5692,0.477,0.5692,0.4814,0.2088,0.099,0.1736,8
796,-0.4576,0.1566,0.1374,0.3166,0.264,0.6678,0.601,0.9976,0.9212,0.8924,0.816,9
797,-0.5532,0.1362,0.1724,0.2224,0.2626,0.6052,0.6492,0.9038,1,0.6332,0.6352,9
798,-0.4978,0.4532,0.5274,0.795,0.9138,0.5274,0.5216,0.2482,0.1798,0.0194,0.156,10
799,-0.5098,0.415,0.4706,0.9052,1,0.5032,0.4314,-0.0262,0.1144,-0.1896,0.0718,10
800,-0.5038,0.5216,0.6174,0.5696,0.7428,0.5844,0.8356,0.71,0.133,0.133,0.0194,11
801,-0.9858,0.4452,0.7386,0.5478,0.9046,0.9788,0.5902,0.7068,0.6502,0.0282,0.2084,11
802,-0.363,0.293,0.2876,0.578,0.5456,1,0.9758,0.6882,0.6452,0.4248,0.3844,12
803,-0.597,0.293,0.37,0.4384,0.5616,0.76,1,0.826,0.2488,0.1454,0.1872,12
804,-0.2596,0.5428,0.5476,0.6904,0.6642,1,0.988,0.769,0.7596,0.231,0.2404,13
805,-0.5506,0.4556,0.5464,0.633,0.7806,0.7236,1,0.827,0.557,0.4662,0.3714,13
806,-0.2104,0.594,0.5794,0.7442,0.6924,0.9656,0.9188,0.6064,0.5326,0.0996,0.0528,14
807,-0.327,0.4662,0.479,0.6378,0.6442,0.9314,0.9378,0.7128,0.6892,0.2626,0.2798,14
808,-0.5772,0.1414,0.2218,0.4682,0.5642,0.8806,1,0.7744,0.7484,0.5824,0.7666,15
809,-0.6178,0.2286,0.3036,0.409,0.55,0.7304,1,0.8804,0.559,0.525,0.6786,15
810,0.1046,0.1506,-0.3808,-0.272,-0.318,-0.5188,-0.4686,-0.6066,-0.9164,-0.7154,-0.5816,16
811,-0.7294,0.4648,0.9108,0.7986,0.0274,0.272,0.0762,-0.0792,-0.0676,-0.505,-0.2172,16
812,-0.7946,0.7232,0.9832,0.5808,0.2076,0.1404,-0.392,-0.2578,-0.6394,-0.719,-0.7484,17
813,-0.846,0.4686,0.8774,0.7202,0.173,0.3742,-0.0346,-0.2202,-0.261,-0.5692,-0.2202,17
814,-0.619,0.0312,0.0502,0.274,0.3308,0.672,0.7612,0.9602,1,0.8028,0.8654,18
815,-0.5258,0.0774,0.1116,0.2956,0.3092,0.6324,0.6254,1,0.9982,0.7492,0.7904,18
816,-0.8346,0.0802,0.1834,0.3024,0.509,0.695,0.938,0.9638,0.4884,0.4522,0.4626,19
817,-0.503,0.2814,0.3234,0.455,0.509,0.8982,1,0.7186,0.7604,0.3652,0.455,19
818,-0.8638,0.6764,0.8876,0.5536,0.3322,0.264,-0.2742,-0.1482,-0.4822,-0.3288,-0.4412,20
819,-0.959,0.5994,0.8296,0.5268,0.4132,0.3754,-0.2366,-0.123,-0.4638,-0.366,-0.41,20
820,0.109,1,0.9236,-0.0582,-0.2436,-0.6546,-0.589,-0.469,-0.7164,-0.7454,-0.8072,21
821,-0.0822,1,0.8714,-0.4928,-0.6928,-0.7642,-0.625,-0.55,-0.8858,-0.725,-0.7072,21
822,-0.1034,0.8294,0.8402,0.873,0.8512,0.2232,0.2414,0.0852,0.0852,-0.0236,0.0164,22
823,-0.0616,0.7398,0.7158,0.9042,0.7946,0.113,0.0274,-0.0172,-0.1746,-0.0136,-0.1232,22
824,-0.6362,0.3328,0.4114,0.8756,1,0.852,0.9926,0.7294,0.6326,0.4516,0.7184,23
825,0.1352,0.6716,0.5468,0.659,-0.16,-0.4096,-0.5094,-0.5926,-0.5884,-0.5218,-0.4844,23
826,-0.3958,0.3192,0.3192,0.583,0.5574,1,1,0.651,0.6426,0.4128,0.4212,24
827,-0.7224,0.1292,0.1962,0.3206,0.445,0.7608,1,0.8756,0.5406,0.445,0.445,24
828,-0.097,0.5602,0.6792,0.956,0.78,0.925,0.9716,1,0.5446,0.4954,0.1022,25
829,-0.1108,0.7044,0.6254,1,0.8364,0.6992,0.5356,0.7282,0.3562,0.1952,-0.1794,25
830,0.0528,0.9472,0.8838,1,0.817,0.0282,-0.0564,0.1022,-0.1126,0.0388,-0.2078,26
831,-0.1338,0.7888,0.8262,0.6126,0.6338,0.054,0.0962,-0.0938,-0.0306,-0.3262,-0.2136,26
832,-0.9224,0.37,0.525,0.664,1,0.79,0.0598,-0.0306,-0.2536,-0.2246,-0.3732,1
833,-0.2772,0.429,0.4644,0.692,0.7156,0.6824,0.6516,0.3176,0.2772,0.0876,0.0854,1
834,-0.1456,0.8298,0.879,0.5916,0.516,-0.0396,-0.0322,-0.1228,-0.1154,-0.3044,-0.2022,2
835,0.1384,0.9654,0.9688,0.7854,0.7162,0.1418,0.1142,-0.2976,-0.2838,-0.3184,-0.4014,2
836,-0.1888,0.903,1,0.6582,0.7398,0.1174,0.3164,-0.1378,-0.0306,-0.296,-0.2142,3
837,0.2138,0.977,1,0.9504,0.9312,0.3854,0.4008,0.2138,0.3168,0.168,0.1908,3
838,-0.1196,0.6356,0.613,0.4536,0.37,0.0018,-0.1196,-0.2676,-0.3966,-0.3206,-0.4762,4
839,0.009,0.8336,0.7866,0.7576,0.6348,0.1538,-0.0162,-0.2008,-0.396,-0.2442,-0.5046,4
840,-0.6012,0.5558,0.7708,0.536,0.3352,-0.01,-0.1486,-0.3154,-0.3268,-0.3126,-0.3804,5
841,-0.0338,0.9448,1,0.7546,0.6932,0.0614,0.0982,-0.1226,-0.0644,-0.4786,-0.319,5
842,-0.7438,0.3224,0.4794,0.6528,1,0.8842,0.372,0.1404,-0.0662,-0.0662,-0.2066,6
843,-0.9176,0.347,0.4982,0.7182,1,0.8694,0.5258,0.2646,-0.0722,-0.0928,-0.2714,6
844,0.2148,0.9802,0.995,0.7186,0.7136,0.3728,0.3828,0.1556,0.1754,-0.0518,0.0124,7
845,0.0074,0.7134,0.7224,0.6336,0.613,0.164,0.1698,0.0428,0.0546,0.0192,0.031,7
846,-0.134,0.4636,0.3966,0.6928,0.553,0.3744,0.2402,0.0112,-0.1844,-0.2738,-0.1956,8
847,-0.1122,0.5698,0.5744,0.8718,0.9084,0.6796,0.6292,0.2356,0.2036,0.039,-0.0252,8
848,-0.3744,0.1764,0.1328,0.273,0.384,0.616,0.8502,1,0.7996,0.7682,0.8696,9
849,-0.3388,0.1552,0.1306,0.304,0.4816,0.6756,0.8572,1,0.7816,0.7552,0.8244,9
850,-0.0548,0.5414,0.609,1,0.91,0.4572,0.277,0.218,0.0324,0.1758,0.0886,10
851,-0.0338,0.6084,0.6056,1,0.9802,0.369,0.3154,0.2338,0.1718,0.1324,0.0732,10
852,0.1492,0.9006,0.9126,1,0.9722,0.654,0.654,0.2246,0.2406,0.0656,0.1054,11
853,-0.1698,0.6688,0.6974,0.9222,1,0.64,0.6932,0.1942,0.1902,-0.1002,0.0674,11
854,-0.3054,0.4078,0.3922,0.7024,0.6528,1,0.9658,0.3706,0.293,0.1938,0.1472,12
855,-0.1052,0.5144,0.4928,0.6626,0.7178,1,0.9162,0.4066,0.268,0.1746,0.0502,12
856,-0.1624,0.5812,0.5974,0.8148,0.804,0.5892,0.5946,0.2644,0.243,0.0068,0.0068,13
857,-0.0542,0.6578,0.655,1,0.9834,0.6468,0.6384,0.2574,0.2378,-0.0486,-0.0848,13
858,-0.086,0.6238,0.6106,0.9338,0.9046,0.6476,0.5444,0.2928,0.1312,0.1046,-0.065,14
859,-0.0016,0.7354,0.6818,1,0.8962,0.6148,0.4438,0.2764,-0.0252,0.005,-0.3266,14
860,-0.8888,0.2448,0.4286,0.44,0.8164,1,0.8526,0.6734,0.703,0.4626,0.2698,15
861,-0.1024,0.5092,0.5008,0.7054,0.7194,1,0.9496,0.8092,0.7082,0.4558,0.2762,15
862,-0.1414,0.9268,1,0.6,0.6634,0.1464,0.0488,-0.2878,-0.1074,-0.3366,-0.3512,16
863,-0.1716,0.9142,1,0.5752,0.5536,0.2618,0.176,0.06,-0.1158,-0.2104,-0.176,16
864,-0.183,0.7984,0.8674,0.5332,0.618,0.13,0.1778,-0.077,-0.1194,-0.2892,-0.2466,17
865,0.039,0.9134,0.9654,0.7186,0.762,0.2468,0.2988,0.0736,0.1126,-0.2252,-0.1038,17
866,-0.3092,0.2814,0.2368,0.429,0.649,0.8412,0.9304,1,0.7994,0.8718,0.635,18
867,-0.1934,0.3378,0.3088,0.4512,0.6222,0.8934,0.8512,1,0.8422,0.8622,0.6334,18
868,-0.2534,0.493,0.4838,0.6406,0.788,1,0.9078,0.6866,0.4286,0.4378,0.2812,19
869,-0.2646,0.4838,0.5162,0.8646,0.929,0.8258,0.942,0.5678,0.5678,0.3162,0.4322,19
870,-0.2322,0.8152,0.872,0.6018,0.635,-0.0616,0.0474,-0.3744,-0.2938,-0.5688,-0.4454,20
871,-0.1154,0.9424,1,0.7116,0.7932,0.3894,0.202,0.0384,-0.0432,-0.1442,-0.2164,20
872,0.2024,0.992,0.9272,0.587,0.4292,-0.0404,-0.2794,-0.336,-0.66,-0.5384,-0.502,21
873,0.1948,1,0.9274,0.5214,0.3202,-0.1288,-0.462,-0.4488,-0.6006,-0.8184,-0.835,21
874,0.2318,1,0.9546,0.799,0.692,0.1702,0.0406,-0.0956,-0.141,-0.1184,-0.1636,22
875,0.2352,0.9944,1,0.864,0.8584,0.3002,0.323,0.0964,0.1274,-0.0794,-0.0254,22
876,-0.1142,0.5164,0.5368,1,0.9344,0.6226,0.53,0.5888,0.4802,0.6226,0.5232,23
877,-0.0508,0.6582,0.6244,1,0.895,0.8884,0.7664,0.5972,0.4534,0.4332,0.4044,23
878,-1,0.2406,0.443,0.4936,1,0.9578,0.232,0.097,-0.114,-0.2068,-0.3164,24
879,-0.2328,0.3836,0.3768,0.589,0.6028,0.9246,0.952,0.6506,0.4864,0.3972,0.315,24
880,-0.081,0.6168,0.5896,1,0.9202,0.7538,0.6374,0.2428,0.1152,-0.3592,-0.512,25
881,-0.0888,0.59,0.564,1,0.94,0.7102,0.6032,-0.1044,-0.1958,-0.5352,-0.6528,25
882,0.1906,0.9638,0.9746,0.9382,0.8766,0.3902,0.2814,0.118,-0.0054,0.0128,-0.0708,26
883,0.2034,0.983,0.9458,1,0.8848,0.3356,0.2678,0.1966,0.0542,0.0372,-0.0576,26
884,-0.3686,0.1156,0.306,0.5028,0.5784,0.6044,0.2972,0.2886,0.0962,0.0572,0.1156,1
885,-0.1696,0.4344,0.4248,0.7472,0.6944,0.7376,0.6486,0.4056,0.302,0.3262,0.2082,1
886,0.0466,1,0.9362,0.7788,0.6168,0.032,-0.2138,-0.2776,-0.6412,-0.371,-0.5282,2
887,-0.23,0.5432,0.54,0.5208,0.4728,0.0256,-0.0096,-0.3258,-0.3514,-0.2236,-0.246,2
888,-0.265,0.66,0.685,0.455,0.4,-0.1,-0.105,-0.28,-0.425,-0.355,-0.365,3
889,-0.1382,0.6772,0.7172,0.4876,0.4708,0.0216,0.0716,-0.1282,-0.0916,-0.2246,-0.1846,3
890,0.058,0.8356,0.7644,0.5814,0.3758,-0.1102,-0.4468,-0.3234,-0.4468,-0.4318,-0.3496,4
891,-0.127,0.4364,0.3388,0.5342,0.3094,-0.0162,-0.1628,-0.1074,-0.2476,-0.2768,-0.2378,4
892,0.0496,0.7914,0.7682,0.4802,0.3378,-0.1292,-0.308,-0.2218,-0.457,-0.341,-0.4272,5
893,-0.2478,0.3732,0.3702,0.2186,0.1312,-0.1662,-0.2594,-0.2478,-0.382,-0.2244,-0.3616,5
894,-0.301,0.199,0.213,0.551,0.537,0.7732,0.699,0.4444,0.324,0.287,0.1944,6
895,-0.4354,0.3298,0.3878,0.62,0.884,0.9894,0.7572,0.599,0.2982,0.2612,0.1926,6
896,-0.0912,0.504,0.4336,0.5392,0.3696,-0.008,-0.2416,-0.1648,-0.2608,-0.2288,-0.2704,7
897,-0.0746,0.7836,0.7426,0.6082,0.5186,-0.0262,-0.194,-0.3432,-0.556,-0.3544,-0.6828,7
898,-0.2728,0.2636,0.4682,0.759,0.5864,0.7136,0.491,0.3818,0.2682,0.3228,0.2046,8
899,-0.329,0.355,0.5374,0.8372,0.8958,0.6678,0.1596,-0.0098,-0.1986,-0.127,-0.127,8
900,-0.4046,0.0488,0.0744,0.2162,0.407,0.5628,0.8906,0.9488,0.9396,0.8558,0.8838,9
901,-0.4206,0.0482,0.1116,0.2814,0.437,0.5394,0.9406,1,0.8996,0.8382,0.9652,9
902,-0.164,0.427,0.7766,0.9676,0.7298,0.2648,0.1424,0.081,-0.063,-0.11,-0.1136,10
903,-0.215,0.5488,0.5488,1,0.9396,0.0728,-0.0408,0.055,-0.254,-0.1154,-0.2896,10
904,-0.251,0.5362,0.5064,0.6808,0.6936,0.5234,0.532,0.2978,0.2086,0.0042,-0.0978,11
905,-0.3156,0.5644,0.56,0.8044,0.8488,0.6356,0.3956,0.1066,0.0978,-0.0178,-0.1112,11
906,-0.3606,0.0156,0.258,0.3814,0.816,0.8224,0.513,0.4336,0.2602,0.1724,0.2246,12
907,-0.283,0.2634,0.3048,0.5658,0.7586,0.8976,0.7098,0.5048,0.2854,0.2976,0.2512,12
908,-0.1844,0.3818,0.3036,0.5098,0.5336,0.5814,0.217,0.1758,0.0044,-0.0456,-0.1194,13
909,-0.2334,0.2834,0.2548,0.412,0.7428,0.8238,0.4334,0.3572,0.162,0.1048,0.0858,13
910,-0.1752,0.4756,0.4598,0.7338,0.6654,0.465,0.2332,0.1014,-0.1146,-0.1304,-0.1384,14
911,-0.1632,0.3572,0.278,0.4362,0.403,0.4974,0.1914,0.2118,0.0358,-0.028,-0.028,14
912,-0.3868,0.1002,0.2894,0.3554,0.6992,0.8194,0.7936,0.6934,0.5244,0.5816,0.6562,15
913,-0.2664,0.3284,0.3234,0.6356,0.7794,1,0.8836,0.549,0.482,0.6456,0.777,15
914,-0.0804,0.6626,0.6586,0.3092,0.2972,-0.1326,-0.1566,-0.3052,-0.2972,-0.3654,-0.3294,16
915,-0.0866,0.8014,0.8556,0.4512,0.4332,-0.0324,0.0686,-0.325,-0.2346,-0.3212,-0.1768,16
916,-0.1432,0.5678,0.599,0.5,0.5442,0.1928,0.2708,-0.0364,0.1016,-0.1588,-0.0156,17
917,0.117,0.8378,0.843,0.516,0.4654,0.0904,0.0586,-0.2048,-0.2102,-0.1356,-0.1968,17
918,-0.3506,0.0848,0.1956,0.2644,0.476,0.7564,1,0.9532,0.7934,0.7614,0.9164,18
919,-0.5166,0.1792,0.1714,0.3386,0.5272,0.6892,0.9708,1,0.8646,0.8804,1,18
920,-0.46,-0.0368,0.1318,0.2398,0.689,0.7452,0.5508,0.365,0.2614,0.2008,0.2008,19
921,-0.301,0.2312,0.2634,0.4892,0.6774,0.7312,0.5162,0.4302,0.1882,0.258,0.172,19
922,0.0982,0.8844,0.896,0.472,0.4182,0.0096,-0.1176,-0.1908,-0.2986,-0.2756,-0.3718,20
923,-0.1402,0.5762,0.6432,0.4512,0.4786,0.1586,0.25,-0.0122,-0.0122,-0.1464,-0.1036,20
